listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2973594.342322 type=0 code=0 value=0
/dev/input/event3 2973594.347757 type=3 code=53 value=692
/dev/input/event3 2973594.347757 type=3 code=54 value=1373
/dev/input/event3 2973594.347757 type=0 code=0 value=0
/dev/input/event3 2973594.353120 type=3 code=53 value=693
/dev/input/event3 2973594.353120 type=3 code=54 value=1351
/dev/input/event3 2973594.353120 type=0 code=0 value=0
/dev/input/event3 2973594.358407 type=3 code=54 value=1329
/dev/input/event3 2973594.358407 type=0 code=0 value=0
/dev/input/event3 2973594.363831 type=3 code=54 value=1306
/dev/input/event3 2973594.363831 type=0 code=0 value=0
/dev/input/event3 2973594.369370 type=3 code=54 value=1282
/dev/input/event3 2973594.369370 type=0 code=0 value=0
/dev/input/event3 2973594.374598 type=3 code=54 value=1259
/dev/input/event3 2973594.374598 type=0 code=0 value=0
/dev/input/event3 2973594.379939 type=3 code=54 value=1235
/dev/input/event3 2973594.379939 type=0 code=0 value=0
/dev/input/event3 2973594.385293 type=3 code=53 value=691
/dev/input/event3 2973594.385293 type=3 code=54 value=1212
/dev/input/event3 2973594.385293 type=0 code=0 value=0
/dev/input/event3 2973594.390640 type=3 code=54 value=1188
/dev/input/event3 2973594.390640 type=0 code=0 value=0
/dev/input/event3 2973594.396306 type=3 code=53 value=690
/dev/input/event3 2973594.396306 type=3 code=54 value=1165
/dev/input/event3 2973594.396306 type=0 code=0 value=0
/dev/input/event3 2973594.401660 type=3 code=53 value=688
/dev/input/event3 2973594.401660 type=3 code=54 value=1142
/dev/input/event3 2973594.401660 type=0 code=0 value=0
/dev/input/event3 2973594.406819 type=3 code=54 value=1120
/dev/input/event3 2973594.406819 type=0 code=0 value=0
/dev/input/event3 2973594.412437 type=3 code=53 value=686
/dev/input/event3 2973594.412437 type=3 code=54 value=1098
/dev/input/event3 2973594.412437 type=0 code=0 value=0
/dev/input/event3 2973594.417795 type=3 code=53 value=685
/dev/input/event3 2973594.417795 type=3 code=54 value=1077
/dev/input/event3 2973594.417795 type=0 code=0 value=0
/dev/input/event3 2973594.423079 type=3 code=53 value=684
/dev/input/event3 2973594.423079 type=3 code=54 value=1057
/dev/input/event3 2973594.423079 type=0 code=0 value=0
/dev/input/event3 2973594.428446 type=3 code=54 value=1038
/dev/input/event3 2973594.428446 type=0 code=0 value=0
/dev/input/event3 2973594.434047 type=3 code=53 value=683
/dev/input/event3 2973594.434047 type=3 code=54 value=1019
/dev/input/event3 2973594.434047 type=0 code=0 value=0
/dev/input/event3 2973594.439366 type=3 code=53 value=682
/dev/input/event3 2973594.439366 type=3 code=54 value=1002
/dev/input/event3 2973594.439366 type=0 code=0 value=0
/dev/input/event3 2973594.444631 type=3 code=54 value=985
/dev/input/event3 2973594.444631 type=0 code=0 value=0
/dev/input/event3 2973594.450093 type=3 code=54 value=968
/dev/input/event3 2973594.450093 type=0 code=0 value=0
/dev/input/event3 2973594.455543 type=3 code=53 value=681
/dev/input/event3 2973594.455543 type=3 code=54 value=953
/dev/input/event3 2973594.455543 type=0 code=0 value=0
/dev/input/event3 2973594.460872 type=3 code=53 value=680
/dev/input/event3 2973594.460872 type=3 code=54 value=938
/dev/input/event3 2973594.460872 type=0 code=0 value=0
/dev/input/event3 2973594.466102 type=3 code=54 value=925
/dev/input/event3 2973594.466102 type=0 code=0 value=0
/dev/input/event3 2973594.471519 type=3 code=53 value=679
/dev/input/event3 2973594.471519 type=3 code=54 value=913
/dev/input/event3 2973594.471519 type=0 code=0 value=0
/dev/input/event3 2973594.477158 type=3 code=54 value=901
/dev/input/event3 2973594.477158 type=0 code=0 value=0
/dev/input/event3 2973594.482445 type=3 code=54 value=891
/dev/input/event3 2973594.482445 type=0 code=0 value=0
/dev/input/event3 2973594.487809 type=3 code=54 value=882
/dev/input/event3 2973594.487809 type=0 code=0 value=0
/dev/input/event3 2973594.493433 type=3 code=53 value=678
/dev/input/event3 2973594.493433 type=3 code=54 value=874
/dev/input/event3 2973594.493433 type=0 code=0 value=0
/dev/input/event3 2973594.498787 type=3 code=54 value=868
/dev/input/event3 2973594.498787 type=0 code=0 value=0
/dev/input/event3 2973594.504202 type=3 code=54 value=862
/dev/input/event3 2973594.504202 type=0 code=0 value=0
/dev/input/event3 2973594.509600 type=3 code=54 value=858
/dev/input/event3 2973594.509600 type=0 code=0 value=0
/dev/input/event3 2973594.514859 type=3 code=54 value=855
/dev/input/event3 2973594.514859 type=0 code=0 value=0
/dev/input/event3 2973594.520402 type=3 code=54 value=853
/dev/input/event3 2973594.520402 type=0 code=0 value=0
/dev/input/event3 2973594.525614 type=3 code=54 value=852
/dev/input/event3 2973594.525614 type=0 code=0 value=0
/dev/input/event3 2973594.558160 type=3 code=54 value=853
/dev/input/event3 2973594.558160 type=0 code=0 value=0
/dev/input/event3 2973594.563347 type=3 code=54 value=855
/dev/input/event3 2973594.563347 type=0 code=0 value=0
/dev/input/event3 2973594.568938 type=3 code=54 value=859
/dev/input/event3 2973594.568938 type=0 code=0 value=0
/dev/input/event3 2973594.574230 type=3 code=54 value=865
/dev/input/event3 2973594.574230 type=0 code=0 value=0
/dev/input/event3 2973594.579689 type=3 code=53 value=677
/dev/input/event3 2973594.579689 type=3 code=54 value=872
/dev/input/event3 2973594.579689 type=0 code=0 value=0
/dev/input/event3 2973594.585075 type=3 code=53 value=676
/dev/input/event3 2973594.585075 type=3 code=54 value=879
/dev/input/event3 2973594.585075 type=0 code=0 value=0
/dev/input/event3 2973594.590237 type=3 code=54 value=887
/dev/input/event3 2973594.590237 type=0 code=0 value=0
/dev/input/event3 2973594.595842 type=3 code=54 value=894
/dev/input/event3 2973594.595842 type=0 code=0 value=0
/dev/input/event3 2973594.601026 type=3 code=54 value=903
/dev/input/event3 2973594.601026 type=0 code=0 value=0
/dev/input/event3 2973594.606548 type=3 code=54 value=911
/dev/input/event3 2973594.606548 type=0 code=0 value=0
/dev/input/event3 2973594.612067 type=3 code=54 value=919
/dev/input/event3 2973594.612067 type=0 code=0 value=0
/dev/input/event3 2973594.617189 type=3 code=54 value=929
/dev/input/event3 2973594.617189 type=0 code=0 value=0
/dev/input/event3 2973594.622409 type=3 code=53 value=675
/dev/input/event3 2973594.622409 type=3 code=54 value=939
/dev/input/event3 2973594.622409 type=0 code=0 value=0
/dev/input/event3 2973594.627805 type=3 code=54 value=949
/dev/input/event3 2973594.627805 type=0 code=0 value=0
/dev/input/event3 2973594.633193 type=3 code=53 value=674
/dev/input/event3 2973594.633193 type=3 code=54 value=960
/dev/input/event3 2973594.633193 type=0 code=0 value=0
/dev/input/event3 2973594.638875 type=3 code=54 value=971
/dev/input/event3 2973594.638875 type=0 code=0 value=0
/dev/input/event3 2973594.644384 type=3 code=53 value=673
/dev/input/event3 2973594.644384 type=3 code=54 value=982
/dev/input/event3 2973594.644384 type=0 code=0 value=0
/dev/input/event3 2973594.649685 type=3 code=53 value=671
/dev/input/event3 2973594.649685 type=3 code=54 value=995
/dev/input/event3 2973594.649685 type=0 code=0 value=0
/dev/input/event3 2973594.655038 type=3 code=53 value=670
/dev/input/event3 2973594.655038 type=3 code=54 value=1008
/dev/input/event3 2973594.655038 type=0 code=0 value=0
/dev/input/event3 2973594.660289 type=3 code=53 value=668
/dev/input/event3 2973594.660289 type=3 code=54 value=1023
/dev/input/event3 2973594.660289 type=0 code=0 value=0
/dev/input/event3 2973594.665872 type=3 code=53 value=666
/dev/input/event3 2973594.665872 type=3 code=54 value=1038
/dev/input/event3 2973594.665872 type=0 code=0 value=0
/dev/input/event3 2973594.671042 type=3 code=53 value=663
/dev/input/event3 2973594.671042 type=3 code=54 value=1054
/dev/input/event3 2973594.671042 type=0 code=0 value=0
/dev/input/event3 2973594.676623 type=3 code=53 value=660
/dev/input/event3 2973594.676623 type=3 code=54 value=1070
/dev/input/event3 2973594.676623 type=0 code=0 value=0
/dev/input/event3 2973594.682000 type=3 code=53 value=657
/dev/input/event3 2973594.682000 type=3 code=54 value=1086
/dev/input/event3 2973594.682000 type=0 code=0 value=0
/dev/input/event3 2973594.687327 type=3 code=53 value=654
/dev/input/event3 2973594.687327 type=3 code=54 value=1103
/dev/input/event3 2973594.687327 type=0 code=0 value=0
/dev/input/event3 2973594.692750 type=3 code=53 value=651
/dev/input/event3 2973594.692750 type=3 code=54 value=1120
/dev/input/event3 2973594.692750 type=0 code=0 value=0
/dev/input/event3 2973594.698001 type=3 code=53 value=648
/dev/input/event3 2973594.698001 type=3 code=54 value=1135
/dev/input/event3 2973594.698001 type=0 code=0 value=0
/dev/input/event3 2973594.703423 type=3 code=53 value=644
/dev/input/event3 2973594.703423 type=3 code=54 value=1150
/dev/input/event3 2973594.703423 type=0 code=0 value=0
/dev/input/event3 2973594.708723 type=3 code=53 value=641
/dev/input/event3 2973594.708723 type=3 code=54 value=1166
/dev/input/event3 2973594.708723 type=0 code=0 value=0
/dev/input/event3 2973594.714065 type=3 code=53 value=638
/dev/input/event3 2973594.714065 type=3 code=54 value=1181
/dev/input/event3 2973594.714065 type=0 code=0 value=0
/dev/input/event3 2973594.719543 type=3 code=53 value=635
/dev/input/event3 2973594.719543 type=3 code=54 value=1194
/dev/input/event3 2973594.719543 type=0 code=0 value=0
/dev/input/event3 2973594.725019 type=3 code=53 value=632
/dev/input/event3 2973594.725019 type=3 code=54 value=1207
/dev/input/event3 2973594.725019 type=0 code=0 value=0
/dev/input/event3 2973594.730475 type=3 code=53 value=629
/dev/input/event3 2973594.730475 type=3 code=54 value=1218
/dev/input/event3 2973594.730475 type=0 code=0 value=0
/dev/input/event3 2973594.735667 type=3 code=53 value=626
/dev/input/event3 2973594.735667 type=3 code=54 value=1229
/dev/input/event3 2973594.735667 type=0 code=0 value=0
/dev/input/event3 2973594.741046 type=3 code=53 value=624
/dev/input/event3 2973594.741046 type=3 code=54 value=1239
/dev/input/event3 2973594.741046 type=0 code=0 value=0
/dev/input/event3 2973594.746588 type=3 code=53 value=622
/dev/input/event3 2973594.746588 type=3 code=54 value=1248
/dev/input/event3 2973594.746588 type=0 code=0 value=0
/dev/input/event3 2973594.752168 type=3 code=53 value=619
/dev/input/event3 2973594.752168 type=3 code=54 value=1256
/dev/input/event3 2973594.752168 type=0 code=0 value=0
/dev/input/event3 2973594.757296 type=3 code=53 value=617
/dev/input/event3 2973594.757296 type=3 code=54 value=1264
/dev/input/event3 2973594.757296 type=0 code=0 value=0
/dev/input/event3 2973594.762878 type=3 code=53 value=615
/dev/input/event3 2973594.762878 type=3 code=54 value=1271
/dev/input/event3 2973594.762878 type=0 code=0 value=0
/dev/input/event3 2973594.768110 type=3 code=53 value=613
/dev/input/event3 2973594.768110 type=3 code=54 value=1277
/dev/input/event3 2973594.768110 type=0 code=0 value=0
/dev/input/event3 2973594.773553 type=3 code=53 value=611
/dev/input/event3 2973594.773553 type=3 code=54 value=1283
/dev/input/event3 2973594.773553 type=0 code=0 value=0
/dev/input/event3 2973594.778819 type=3 code=53 value=609
/dev/input/event3 2973594.778819 type=3 code=54 value=1289
/dev/input/event3 2973594.778819 type=0 code=0 value=0
/dev/input/event3 2973594.784364 type=3 code=53 value=607
/dev/input/event3 2973594.784364 type=3 code=54 value=1295
/dev/input/event3 2973594.784364 type=0 code=0 value=0
/dev/input/event3 2973594.789585 type=3 code=54 value=1296
/dev/input/event3 2973594.789585 type=0 code=0 value=0
/dev/input/event3 2973594.794894 type=3 code=53 value=606
/dev/input/event3 2973594.794894 type=3 code=54 value=1299
/dev/input/event3 2973594.794894 type=0 code=0 value=0
/dev/input/event3 2973594.800578 type=3 code=53 value=605
/dev/input/event3 2973594.800578 type=3 code=54 value=1303
/dev/input/event3 2973594.800578 type=0 code=0 value=0
/dev/input/event3 2973594.806098 type=3 code=53 value=603
/dev/input/event3 2973594.806098 type=3 code=54 value=1309
/dev/input/event3 2973594.806098 type=0 code=0 value=0
/dev/input/event3 2973594.811279 type=3 code=53 value=601
/dev/input/event3 2973594.811279 type=3 code=54 value=1314
/dev/input/event3 2973594.811279 type=0 code=0 value=0
/dev/input/event3 2973594.816844 type=3 code=53 value=600
/dev/input/event3 2973594.816844 type=3 code=54 value=1318
/dev/input/event3 2973594.816844 type=0 code=0 value=0
/dev/input/event3 2973594.822099 type=3 code=53 value=598
/dev/input/event3 2973594.822099 type=3 code=54 value=1323
/dev/input/event3 2973594.822099 type=0 code=0 value=0
/dev/input/event3 2973594.827593 type=3 code=53 value=597
/dev/input/event3 2973594.827593 type=3 code=54 value=1328
/dev/input/event3 2973594.827593 type=0 code=0 value=0
/dev/input/event3 2973594.833004 type=3 code=53 value=596
/dev/input/event3 2973594.833004 type=3 code=54 value=1333
/dev/input/event3 2973594.833004 type=0 code=0 value=0
/dev/input/event3 2973594.838276 type=3 code=53 value=594
/dev/input/event3 2973594.838276 type=3 code=54 value=1337
/dev/input/event3 2973594.838276 type=0 code=0 value=0
/dev/input/event3 2973594.843567 type=3 code=53 value=593
/dev/input/event3 2973594.843567 type=3 code=54 value=1341
/dev/input/event3 2973594.843567 type=0 code=0 value=0
/dev/input/event3 2973594.849175 type=3 code=53 value=592
/dev/input/event3 2973594.849175 type=3 code=54 value=1344
/dev/input/event3 2973594.849175 type=0 code=0 value=0
/dev/input/event3 2973594.854282 type=3 code=54 value=1347
/dev/input/event3 2973594.854282 type=0 code=0 value=0
/dev/input/event3 2973594.859768 type=3 code=53 value=591
/dev/input/event3 2973594.859768 type=3 code=54 value=1350
/dev/input/event3 2973594.859768 type=0 code=0 value=0
/dev/input/event3 2973594.865217 type=3 code=54 value=1351
/dev/input/event3 2973594.865217 type=0 code=0 value=0
/dev/input/event3 2973594.870578 type=3 code=53 value=590
/dev/input/event3 2973594.870578 type=3 code=54 value=1352
/dev/input/event3 2973594.870578 type=0 code=0 value=0
/dev/input/event3 2973594.881559 type=3 code=54 value=1353
/dev/input/event3 2973594.881559 type=0 code=0 value=0
/dev/input/event3 2973594.892286 type=3 code=54 value=1354
/dev/input/event3 2973594.892286 type=0 code=0 value=0
/dev/input/event3 2973594.903069 type=3 code=54 value=1355
/dev/input/event3 2973594.903069 type=0 code=0 value=0
/dev/input/event3 2973594.919243 type=3 code=54 value=1354
/dev/input/event3 2973594.919243 type=0 code=0 value=0
/dev/input/event3 2973594.924486 type=3 code=54 value=1344
/dev/input/event3 2973594.924486 type=0 code=0 value=0
/dev/input/event3 2973594.929880 type=3 code=53 value=589
/dev/input/event3 2973594.929880 type=3 code=54 value=1330
/dev/input/event3 2973594.929880 type=0 code=0 value=0
/dev/input/event3 2973594.935468 type=3 code=54 value=1315
/dev/input/event3 2973594.935468 type=0 code=0 value=0
/dev/input/event3 2973594.940570 type=3 code=53 value=590
/dev/input/event3 2973594.940570 type=3 code=54 value=1297
/dev/input/event3 2973594.940570 type=0 code=0 value=0
/dev/input/event3 2973594.946074 type=3 code=54 value=1278
/dev/input/event3 2973594.946074 type=0 code=0 value=0
/dev/input/event3 2973594.951407 type=3 code=54 value=1258
/dev/input/event3 2973594.951407 type=0 code=0 value=0
/dev/input/event3 2973594.957027 type=3 code=53 value=591
/dev/input/event3 2973594.957027 type=3 code=54 value=1236
/dev/input/event3 2973594.957027 type=0 code=0 value=0
/dev/input/event3 2973594.962124 type=3 code=54 value=1214
/dev/input/event3 2973594.962124 type=0 code=0 value=0
/dev/input/event3 2973594.967509 type=3 code=54 value=1191
/dev/input/event3 2973594.967509 type=0 code=0 value=0
/dev/input/event3 2973594.972909 type=3 code=53 value=592
/dev/input/event3 2973594.972909 type=3 code=54 value=1168
/dev/input/event3 2973594.972909 type=0 code=0 value=0
/dev/input/event3 2973594.978134 type=3 code=54 value=1145
/dev/input/event3 2973594.978134 type=0 code=0 value=0
/dev/input/event3 2973594.983610 type=3 code=54 value=1121
/dev/input/event3 2973594.983610 type=0 code=0 value=0
/dev/input/event3 2973594.989048 type=3 code=53 value=593
/dev/input/event3 2973594.989048 type=3 code=54 value=1098
/dev/input/event3 2973594.989048 type=0 code=0 value=0
/dev/input/event3 2973594.994635 type=3 code=53 value=594
/dev/input/event3 2973594.994635 type=3 code=54 value=1074
/dev/input/event3 2973594.994635 type=0 code=0 value=0
/dev/input/event3 2973594.999774 type=3 code=54 value=1050
/dev/input/event3 2973594.999774 type=0 code=0 value=0
/dev/input/event3 2973595.005109 type=3 code=53 value=595
/dev/input/event3 2973595.005109 type=3 code=54 value=1028
/dev/input/event3 2973595.005109 type=0 code=0 value=0
/dev/input/event3 2973595.010740 type=3 code=54 value=1005
/dev/input/event3 2973595.010740 type=0 code=0 value=0
/dev/input/event3 2973595.016262 type=3 code=53 value=596
/dev/input/event3 2973595.016262 type=3 code=54 value=983
/dev/input/event3 2973595.016262 type=0 code=0 value=0
/dev/input/event3 2973595.021698 type=3 code=53 value=597
/dev/input/event3 2973595.021698 type=3 code=54 value=962
/dev/input/event3 2973595.021698 type=0 code=0 value=0
/dev/input/event3 2973595.027113 type=3 code=54 value=941
/dev/input/event3 2973595.027113 type=0 code=0 value=0
/dev/input/event3 2973595.032187 type=3 code=54 value=919
/dev/input/event3 2973595.032187 type=0 code=0 value=0
/dev/input/event3 2973595.037792 type=3 code=53 value=598
/dev/input/event3 2973595.037792 type=3 code=54 value=899
/dev/input/event3 2973595.037792 type=0 code=0 value=0
/dev/input/event3 2973595.043282 type=3 code=53 value=599
/dev/input/event3 2973595.043282 type=3 code=54 value=880
/dev/input/event3 2973595.043282 type=0 code=0 value=0
/dev/input/event3 2973595.048310 type=3 code=54 value=862
/dev/input/event3 2973595.048310 type=0 code=0 value=0
/dev/input/event3 2973595.053994 type=3 code=54 value=845
/dev/input/event3 2973595.053994 type=0 code=0 value=0
/dev/input/event3 2973595.059152 type=3 code=53 value=600
/dev/input/event3 2973595.059152 type=3 code=54 value=830
/dev/input/event3 2973595.059152 type=0 code=0 value=0
/dev/input/event3 2973595.064450 type=3 code=54 value=817
/dev/input/event3 2973595.064450 type=0 code=0 value=0
/dev/input/event3 2973595.070111 type=3 code=54 value=805
/dev/input/event3 2973595.070111 type=0 code=0 value=0
/dev/input/event3 2973595.075426 type=3 code=54 value=795
/dev/input/event3 2973595.075426 type=0 code=0 value=0
/dev/input/event3 2973595.080873 type=3 code=53 value=601
/dev/input/event3 2973595.080873 type=3 code=54 value=786
/dev/input/event3 2973595.080873 type=0 code=0 value=0
/dev/input/event3 2973595.086356 type=3 code=54 value=780
/dev/input/event3 2973595.086356 type=0 code=0 value=0
/dev/input/event3 2973595.091493 type=3 code=54 value=774
/dev/input/event3 2973595.091493 type=0 code=0 value=0
/dev/input/event3 2973595.097025 type=3 code=53 value=602
/dev/input/event3 2973595.097025 type=3 code=54 value=771
/dev/input/event3 2973595.097025 type=0 code=0 value=0
/dev/input/event3 2973595.102152 type=3 code=54 value=769
/dev/input/event3 2973595.102152 type=0 code=0 value=0
/dev/input/event3 2973595.107855 type=3 code=54 value=768
/dev/input/event3 2973595.107855 type=0 code=0 value=0
/dev/input/event3 2973595.140110 type=3 code=54 value=769
/dev/input/event3 2973595.140110 type=0 code=0 value=0
/dev/input/event3 2973595.145392 type=3 code=53 value=603
/dev/input/event3 2973595.145392 type=3 code=54 value=773
/dev/input/event3 2973595.145392 type=0 code=0 value=0
/dev/input/event3 2973595.150903 type=3 code=53 value=604
/dev/input/event3 2973595.150903 type=3 code=54 value=778
/dev/input/event3 2973595.150903 type=0 code=0 value=0
/dev/input/event3 2973595.156444 type=3 code=53 value=606
/dev/input/event3 2973595.156444 type=3 code=54 value=786
/dev/input/event3 2973595.156444 type=0 code=0 value=0
/dev/input/event3 2973595.161835 type=3 code=53 value=607
/dev/input/event3 2973595.161835 type=3 code=54 value=795
/dev/input/event3 2973595.161835 type=0 code=0 value=0
/dev/input/event3 2973595.167185 type=3 code=53 value=610
/dev/input/event3 2973595.167185 type=3 code=54 value=805
/dev/input/event3 2973595.167185 type=0 code=0 value=0
/dev/input/event3 2973595.172602 type=3 code=53 value=612
/dev/input/event3 2973595.172602 type=3 code=54 value=817
/dev/input/event3 2973595.172602 type=0 code=0 value=0
/dev/input/event3 2973595.177702 type=3 code=53 value=615
/dev/input/event3 2973595.177702 type=3 code=54 value=831
/dev/input/event3 2973595.177702 type=0 code=0 value=0
/dev/input/event3 2973595.183331 type=3 code=53 value=617
/dev/input/event3 2973595.183331 type=3 code=54 value=845
/dev/input/event3 2973595.183331 type=0 code=0 value=0
/dev/input/event3 2973595.188471 type=3 code=53 value=619
/dev/input/event3 2973595.188471 type=3 code=54 value=860
/dev/input/event3 2973595.188471 type=0 code=0 value=0
/dev/input/event3 2973595.193749 type=3 code=53 value=622
/dev/input/event3 2973595.193749 type=3 code=54 value=875
/dev/input/event3 2973595.193749 type=0 code=0 value=0
/dev/input/event3 2973595.199357 type=3 code=53 value=623
/dev/input/event3 2973595.199357 type=3 code=54 value=891
/dev/input/event3 2973595.199357 type=0 code=0 value=0
/dev/input/event3 2973595.204680 type=3 code=53 value=624
/dev/input/event3 2973595.204680 type=3 code=54 value=909
/dev/input/event3 2973595.204680 type=0 code=0 value=0
/dev/input/event3 2973595.209952 type=3 code=53 value=626
/dev/input/event3 2973595.209952 type=3 code=54 value=926
/dev/input/event3 2973595.209952 type=0 code=0 value=0
/dev/input/event3 2973595.215653 type=3 code=53 value=627
/dev/input/event3 2973595.215653 type=3 code=54 value=945
/dev/input/event3 2973595.215653 type=0 code=0 value=0
/dev/input/event3 2973595.220898 type=3 code=53 value=628
/dev/input/event3 2973595.220898 type=3 code=54 value=966
/dev/input/event3 2973595.220898 type=0 code=0 value=0
/dev/input/event3 2973595.226407 type=3 code=54 value=986
/dev/input/event3 2973595.226407 type=0 code=0 value=0
/dev/input/event3 2973595.231722 type=3 code=54 value=1008
/dev/input/event3 2973595.231722 type=0 code=0 value=0
/dev/input/event3 2973595.237015 type=3 code=54 value=1032
/dev/input/event3 2973595.237015 type=0 code=0 value=0
/dev/input/event3 2973595.242146 type=3 code=54 value=1055
/dev/input/event3 2973595.242146 type=0 code=0 value=0
/dev/input/event3 2973595.247711 type=3 code=53 value=627
/dev/input/event3 2973595.247711 type=3 code=54 value=1078
/dev/input/event3 2973595.247711 type=0 code=0 value=0
/dev/input/event3 2973595.253296 type=3 code=53 value=626
/dev/input/event3 2973595.253296 type=3 code=54 value=1104
/dev/input/event3 2973595.253296 type=0 code=0 value=0
/dev/input/event3 2973595.258424 type=3 code=53 value=625
/dev/input/event3 2973595.258424 type=3 code=54 value=1128
/dev/input/event3 2973595.258424 type=0 code=0 value=0
/dev/input/event3 2973595.264035 type=3 code=53 value=623
/dev/input/event3 2973595.264035 type=3 code=54 value=1152
/dev/input/event3 2973595.264035 type=0 code=0 value=0
/dev/input/event3 2973595.269403 type=3 code=53 value=620
/dev/input/event3 2973595.269403 type=3 code=54 value=1176
/dev/input/event3 2973595.269403 type=0 code=0 value=0
/dev/input/event3 2973595.274740 type=3 code=53 value=618
/dev/input/event3 2973595.274740 type=3 code=54 value=1199
/dev/input/event3 2973595.274740 type=0 code=0 value=0
/dev/input/event3 2973595.280011 type=3 code=53 value=616
/dev/input/event3 2973595.280011 type=3 code=54 value=1220
/dev/input/event3 2973595.280011 type=0 code=0 value=0
/dev/input/event3 2973595.285617 type=3 code=53 value=612
/dev/input/event3 2973595.285617 type=3 code=54 value=1242
/dev/input/event3 2973595.285617 type=0 code=0 value=0
/dev/input/event3 2973595.290819 type=3 code=53 value=608
/dev/input/event3 2973595.290819 type=3 code=54 value=1263
/dev/input/event3 2973595.290819 type=0 code=0 value=0
/dev/input/event3 2973595.296343 type=3 code=53 value=604
/dev/input/event3 2973595.296343 type=3 code=54 value=1283
/dev/input/event3 2973595.296343 type=0 code=0 value=0
/dev/input/event3 2973595.301586 type=3 code=53 value=600
/dev/input/event3 2973595.301586 type=3 code=54 value=1302
/dev/input/event3 2973595.301586 type=0 code=0 value=0
/dev/input/event3 2973595.307109 type=3 code=53 value=596
/dev/input/event3 2973595.307109 type=3 code=54 value=1320
/dev/input/event3 2973595.307109 type=0 code=0 value=0
/dev/input/event3 2973595.312463 type=3 code=53 value=590
/dev/input/event3 2973595.312463 type=3 code=54 value=1336
/dev/input/event3 2973595.312463 type=0 code=0 value=0
/dev/input/event3 2973595.317704 type=3 code=53 value=585
/dev/input/event3 2973595.317704 type=3 code=54 value=1351
/dev/input/event3 2973595.317704 type=0 code=0 value=0
/dev/input/event3 2973595.323381 type=3 code=53 value=582
/dev/input/event3 2973595.323381 type=3 code=54 value=1365
/dev/input/event3 2973595.323381 type=0 code=0 value=0
/dev/input/event3 2973595.328375 type=3 code=53 value=577
/dev/input/event3 2973595.328375 type=3 code=54 value=1384
/dev/input/event3 2973595.328375 type=0 code=0 value=0
/dev/input/event3 2973595.334059 type=3 code=53 value=573
/dev/input/event3 2973595.334059 type=3 code=54 value=1400
/dev/input/event3 2973595.334059 type=0 code=0 value=0
/dev/input/event3 2973595.339194 type=3 code=53 value=568
/dev/input/event3 2973595.339194 type=3 code=54 value=1415
/dev/input/event3 2973595.339194 type=0 code=0 value=0
/dev/input/event3 2973595.344515 type=3 code=57 value=-1
/dev/input/event3 2973595.344515 type=1 code=330 value=0
/dev/input/event3 2973595.344515 type=0 code=0 value=0
/dev/input/event3 2973595.589492 type=3 code=57 value=18
/dev/input/event3 2973595.589492 type=3 code=53 value=533
/dev/input/event3 2973595.589492 type=3 code=54 value=1262
/dev/input/event3 2973595.589492 type=1 code=330 value=1
/dev/input/event3 2973595.589492 type=0 code=0 value=0
/dev/input/event3 2973595.617062 type=3 code=53 value=535
/dev/input/event3 2973595.617062 type=3 code=54 value=1244
/dev/input/event3 2973595.617062 type=0 code=0 value=0
/dev/input/event3 2973595.622180 type=3 code=53 value=536
/dev/input/event3 2973595.622180 type=3 code=54 value=1226
/dev/input/event3 2973595.622180 type=0 code=0 value=0
/dev/input/event3 2973595.627622 type=3 code=53 value=537
/dev/input/event3 2973595.627622 type=3 code=54 value=1211
/dev/input/event3 2973595.627622 type=0 code=0 value=0
/dev/input/event3 2973595.632900 type=3 code=54 value=1199
/dev/input/event3 2973595.632900 type=0 code=0 value=0
/dev/input/event3 2973595.638113 type=3 code=54 value=1190
/dev/input/event3 2973595.638113 type=0 code=0 value=0
/dev/input/event3 2973595.643617 type=3 code=54 value=1183
/dev/input/event3 2973595.643617 type=0 code=0 value=0
/dev/input/event3 2973595.649054 type=3 code=54 value=1177
/dev/input/event3 2973595.649054 type=0 code=0 value=0
/dev/input/event3 2973595.654400 type=3 code=54 value=1173
/dev/input/event3 2973595.654400 type=0 code=0 value=0
/dev/input/event3 2973595.659929 type=3 code=54 value=1169
/dev/input/event3 2973595.659929 type=0 code=0 value=0
/dev/input/event3 2973595.665299 type=3 code=53 value=536
/dev/input/event3 2973595.665299 type=3 code=54 value=1165
/dev/input/event3 2973595.665299 type=0 code=0 value=0
/dev/input/event3 2973595.670548 type=3 code=54 value=1163
/dev/input/event3 2973595.670548 type=0 code=0 value=0
/dev/input/event3 2973595.676146 type=3 code=54 value=1161
/dev/input/event3 2973595.676146 type=0 code=0 value=0
/dev/input/event3 2973595.681202 type=3 code=54 value=1160
/dev/input/event3 2973595.681202 type=0 code=0 value=0
/dev/input/event3 2973595.713560 type=3 code=53 value=537
/dev/input/event3 2973595.713560 type=3 code=54 value=1161
/dev/input/event3 2973595.713560 type=0 code=0 value=0
/dev/input/event3 2973595.719015 type=3 code=53 value=538
/dev/input/event3 2973595.719015 type=3 code=54 value=1163
/dev/input/event3 2973595.719015 type=0 code=0 value=0
/dev/input/event3 2973595.724230 type=3 code=53 value=540
/dev/input/event3 2973595.724230 type=3 code=54 value=1169
/dev/input/event3 2973595.724230 type=0 code=0 value=0
/dev/input/event3 2973595.729990 type=3 code=53 value=544
